provincia,localidad,direccion,margen,horario,latitud,longitud,empresa,precios,fechaRevision,fechaUltima,ventaPublico
LLEIDA,FONOLLERES,"AUTOVÍA N.II.(CERCA ITV) (AUTOV? N.II.(CERCA ITV) km 512,9)",Derecho,L-D: 07:00-23:00,41.661917,1.201000,DST VALCARCE,"['SP-95 1,699', 'G-A 1,809', 'G-A+ 1,869', 'Gasóleo B 1,609']",18/11/2022,16/11/2022,CERRADA AL PUBLICO GENERAL
LLEIDA,FULIOLA (LA),C-53 km 127,Derecho,L-D: 24H,41.722222,1.001167,XOPLUC,"['SP-95 1,719', 'G-A 1,835', 'G-A+ 1,861']",18/11/2022,15/11/2022,Venta al Público
LLEIDA,GIMENELLS,"CARRETERA DE LERIDA, S/N KM. 23",Derecho,L-D: 24H,41.652611,0.393000,REPSOL,"['SP-95 1,785', 'G-A 1,875', 'G-A+ 1,945', 'Gasóleo B 1,455']",18/11/2022,17/11/2022,Venta al Público
LLEIDA,GIMENELLS,"CALLE DR.SARRAT, 28",Derecho,L-S: 08:00-20:00,41.654056,0.389194,NO TIENE,"['G-A 1,817', 'Gasóleo B 1,431']",18/11/2022,14/11/2022,CERRADA AL PUBLICO GENERAL
LLEIDA,GOLMES,"POLIGONO COLOMER, C/ LLEIDA, 35",Derecho,L-D: 24H,41.630528,0.914083,BONAREA,"['SP-95 1,619', 'G-A 1,730']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,GOLMES,"CRTA.N II, KM 486 POL.IND.GOLDPARK",N,L-S: 08:00-21:00; D: 09:00-14:00,41.628333,0.908972,PETROLIS INDEPENDENTS - PETRO7,"['SP-95 1,639', 'G-A 1,750', 'G-A+ 1,810']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,GOLMES,"CALLE DE LA CATALUNYA NORD, 21",Derecho,L-D: 24H,41.629694,0.906000,AUTOSERVEI M3,"['SP-95 1,690', 'G-A 1,839']",18/11/2022,16/11/2022,Venta al Público
LLEIDA,GUISSONA,"CENTRO COMERCIAL BONAREA, CTRA.L-313 km 14,5",Derecho,L-D: 24H,41.781919,1.278177,BONAREA,"['SP-95 1,617', 'SP-98 1,695', 'G-A 1,729']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,GUISSONA,"CARRETERA DE PONTS KM. 15,1",Derecho,L-D: 07:00-23:00,41.789278,1.287583,REPSOL,"['SP-95 1,765', 'SP-98 1,885', 'G-A 1,849', 'G-A+ 1,949']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,GUISSONA,"AVDA. VERGE DEL CLAUSTRE, 32",N,L-D: 24H,41.789361,1.287806,BONAREA,"['G-A 1,729', 'Gasóleo B 1,382']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,IVARS D'URGELL,"CALLE LLEIDA, 2",N,L-D: 24H,41.679861,0.985389,COOP. IVARS,"['SP-95 1,623', 'G-A 1,709', 'G-A+ 1,760', 'Gasóleo B 1,364']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,JUNCOSA,"PLAZA MAJOR, 8",Derecho,L-S: 08:00-19:00,41.371639,0.775028,COOP.JUNCOSA,"['Gasóleo B 1,361']",18/11/2022,14/11/2022,Venta al Público
LLEIDA,JUNCOSA,"PLAZA MAJOR, 8",N,L-S: 08:00-19:00,41.371639,0.775028,COOP.JUNCOSA,"['G-A 1,786']",18/11/2022,14/11/2022,Venta al Público
LLEIDA,JUNEDA,"CARRER PRAT DE LA RIBA, 83",Derecho,L-S: 00:07-21:00; D: 00:08-14:00,41.548806,0.823722,REPSOL,"['SP-95 1,828', 'G-A 1,888', 'G-A+ 1,938', 'Gasóleo B 1,568']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,LES,"CR N-230, 183,3",Derecho,L-D: 24H,42.820447,0.714372,ESTACION BOYA,"['SP-95 1,739', 'SP-98 1,879', 'G-A 1,849']",18/11/2022,17/11/2022,Venta al Público
LLEIDA,LINYOLA,"C/ PRAT DE LA RIBA , S/N",Derecho,L-D: 24H,41.718417,0.902750,COOPERATIVA LINYOLA,"['SP-95 1,677', 'G-A 1,781', 'Gasóleo B 1,485']",18/11/2022,16/11/2022,Venta al Público
LLEIDA,LLARDECANS,"CALLE FLIX, 0",Derecho,L-D: 24H,41.372444,0.551222,VERGE LORETO,"['G-A 1,800', 'Gasóleo B 1,400']",18/11/2022,14/11/2022,Venta al Público
LLEIDA,LLEIDA,"POLIGONO INDUSTRIAL EL SEGRE,PARCELA 202",Derecho,L-D: 24H,41.615585,0.649510,BONAREA,"['SP-95 1,620', 'G-A 1,732']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,LLEIDA,"CARRETERA N-230 KM. 3,2",Derecho,L-D: 05:00-23:00,41.643889,0.613500,CEPSA,"['SP-95 1,786', 'G-A 1,909', 'G-A+ 1,988']",18/11/2022,16/11/2022,Venta al Público
LLEIDA,LLEIDA,CARRETERA DE HUESCA (N-240 km 101),Derecho,L-V: 07:00-21:00,41.651778,0.551778,CAMPSA,"['SP-95 1,769', 'SP-98 1,899', 'G-A 1,889', 'G-A+ 1,969']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,LLEIDA,"AUTOVIA A-2 KM. 463,63",Izquierdo,L-D: 06:00-23:00,41.665306,0.628194,BP AREA 463,"['SP-95 1,797', 'SP-98 1,927', 'G-A 1,907']",18/11/2022,17/11/2022,Venta al Público
LLEIDA,LLEIDA,"AVENIDA DEL EJERCITO, 2",Izquierdo,L-D: 06:00-22:00,41.607889,0.616111,REPSOL,"['SP-95 1,779', 'SP-98 1,889', 'G-A 1,929', 'G-A+ 1,979', 'GLP 1,260']",18/11/2022,14/11/2022,Venta al Público
LLEIDA,LLEIDA,"CALLE COGUL, 1",Izquierdo,L-D: 06:00-22:00,41.613611,0.655417,REPSOL,"['SP-95 1,769', 'SP-98 1,899', 'G-A 1,879', 'G-A+ 1,939']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,LLEIDA,"AVENIDA ALCALDE RECASENS, 25",Derecho,L: 07:00-22:00,41.625444,0.628889,REPSOL,"['SP-95 1,769', 'SP-98 1,899', 'G-A 1,889', 'G-A+ 1,979']",18/11/2022,17/11/2022,Venta al Público
LLEIDA,LLEIDA,"CALLE ACADEMIA, 28",Derecho,L-D: 24H,41.611111,0.618139,REPSOL,"['SP-95 1,785', 'SP-98 1,899', 'G-A 1,979', 'G-A+ 2,059']",18/11/2022,09/11/2022,Venta al Público
LLEIDA,LLEIDA,"CARRETERA LL-11 KM. 9,000",Derecho,L-D: 24H,41.614750,0.652472,REPSOL,"['SP-95 1,769', 'SP-98 1,899', 'G-A 1,879', 'Gasóleo B 1,544']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,LLEIDA,"AVDA. FLIX, 41",Derecho,L-D: 06:00-23:00,41.599417,0.633139,CEPSA,"['SP-95 1,799', 'SP-98 1,931', 'G-A 1,938', 'G-A+ 1,999']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,LLEIDA,"AVENIDA BARCELONA (N-IIA PK 463,5), 17",Derecho,L-V: 07:00-21:00; S-D: 08:00-20:00,41.609056,0.637083,CEPSA,"['SP-95 1,789', 'SP-98 1,931', 'G-A 1,919', 'G-A+ 1,995']",18/11/2022,17/11/2022,Venta al Público
LLEIDA,LLEIDA,"POLIGONO EL SEGRE, 201",Derecho,L-D: 24H,41.615694,0.648611,BONAREA,"['G-A 1,732']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,LLEIDA,POLIGONO INDUSTRIAL EL SEGRE P.203-R,Izquierdo,L-D: 24H,41.616194,0.650972,"AGROVIC ALIMENTACIÓN, S.A.","['G-A 1,758']",18/11/2022,16/11/2022,Venta al Público
LLEIDA,LLEIDA,"CARRER ENGINYER MIAS, 509",Izquierdo,L: 08:00-20:00,41.624333,0.661667,LACICAR,"['G-A 1,835']",18/11/2022,16/11/2022,Venta al Público
LLEIDA,LLEIDA,"AVINGUDA EXERCIT, 44",Izquierdo,L-D: 06:00-22:00,41.605806,0.612250,CEPSA,"['SP-95 1,744', 'SP-98 1,876', 'G-A 1,869', 'G-A+ 1,949', 'Gasóleo B 1,549']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,LLEIDA,CARRETERA N-240 KM. 89,Izquierdo,L-D: 06:00-22:00,41.610750,0.662972,REPSOL,"['SP-95 1,769', 'G-A 1,879', 'G-A+ 1,939']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,LLEIDA,"CALLE ENGINYER ANTONI LLOBET, S/N",N,L-D: 24H,41.602444,0.632167,ESCLATOIL,"['SP-95 1,669', 'G-A 1,779']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,LLEIDA,"AVINGUDA INDUSTRIA, P. 504",N,L-V: 09:00-13:30 y 16:00-19:00; S: 09:00-13:00,41.626361,0.660722,REPSOL BUTANO,"['GLP 1,220']",18/11/2022,14/11/2022,Venta al Público
LLEIDA,LLEIDA,"CARRETERA LL-11 KM. 10,00",Derecho,L-D: 06:00-23:00,41.611222,0.643667,REPSOL,"['SP-95 1,769', 'SP-98 1,899', 'G-A 1,879', 'G-A+ 1,939']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,LLEIDA,"CALLE CORTS CATALANES, 60",Derecho,L-D: 07:00-22:00,41.630778,0.626750,CEPSA,"['SP-95 1,819', 'G-A 1,899', 'G-A+ 1,965']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,LLEIDA,"AVENIDA BARCELONA (N-IIA PK 463,5), 17",Izquierdo,L-V: 07:00-21:00; S: 09:00-14:00,41.609306,0.636222,CEPSA,"['SP-95 1,744', 'SP-98 1,876', 'G-A 1,865', 'G-A+ 1,945']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,LLEIDA,"POLIGONO INDUSTRIAL EL SEGRE, 202R, 202",Derecho,L-D: 24H,41.618944,0.652278,CEPSA,"['G-A 1,845', 'Gasóleo B 1,544']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,LLEIDA,"PARTIDA CTRA NACIONL II, N",Izquierdo,L-D: 24H,41.599222,0.597861,NIEVES,"['SP-95 1,739', 'G-A 1,829']",18/11/2022,17/11/2022,Venta al Público
LLEIDA,LLEIDA,"VIAL C, PARCELA 1 (CIM LLEIDA), 1",N,L-D: 24H,41.609778,0.676639,NOUTRANSPORT,"['G-A 1,910']",18/11/2022,14/11/2022,CERRADA AL PUBLICO GENERAL
LLEIDA,LLEIDA,"VIAL VIAL E, PARCELA 7 (CIM LLEIDA), S/N",N,L-D: 24H,41.611278,0.680389,TROTA,"['G-A 1,969', 'Gasóleo B 1,604']",18/11/2022,15/11/2022,CERRADA AL PUBLICO GENERAL
LLEIDA,LLEIDA,"POLIGONO INDUSTRIAL EL SEGRE, PARCELA, 206",Derecho,L-D: 24H,41.617583,0.653639,TRANSEGRE,"['G-A 1,919']",18/11/2022,14/11/2022,Venta al Público
LLEIDA,LLEIDA,"CARRER JOSEP SEGURA Y FARRÉ, 714",N,L-D: 08:00-22:00,41.628889,0.664333,ALSA,"['G-A 1,900']",18/11/2022,14/11/2022,CERRADA AL PUBLICO GENERAL
LLEIDA,LLEIDA,"CARRETERA NACIONAL II L11 KM. 467,6",Derecho,L-D: 24H,41.613806,0.649917,GASOLINERA LOW COST,"['SP-95 1,619', 'G-A 1,719']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,LLES DE CERDANYA,"CARRETERA N-260 KM. 205,7",Derecho,L-D: 07:00-22:00,42.364444,1.681139,BENZINERA MARTINET,"['SP-95 1,759', 'G-A 1,959']",18/11/2022,14/11/2022,Venta al Público
LLEIDA,MAIALS,CARRETERA C45 - CTRA. MAIALS A SERÒS KM.,N,L-D: 24H,41.366222,0.508750,COOPERATIVA MAIALS,"['Gasóleo B 1,402']",18/11/2022,17/11/2022,CERRADA AL PUBLICO GENERAL
LLEIDA,MAIALS,"CARRETERA C45-CTRA. MAIALS A SERÒS KM. 0,5",Izquierdo,L-V: 08:00-13:00 y 15:00-19:00; S-D: 24H,41.365083,0.507167,AUTOSERVEI 24 H,"['SP-95 1,782', 'G-A 1,867', 'Gasóleo B 1,402']",18/11/2022,17/11/2022,Venta al Público
LLEIDA,MIRALCAMP,"POLIGONO POLIGON 12, PARC, 9, 1",Derecho,L-D: 24H,41.605417,0.887306,AGRARIA DE MIRALCAMP,"['SP-95 1,655', 'G-A 1,769', 'Gasóleo B 1,384']",18/11/2022,16/11/2022,Venta al Público
LLEIDA,MOLLERUSSA,"RONDA DE PONENT, 1",N,L-D: 24H,41.627528,0.886944,PETROLIS,"['SP-95 1,719', 'SP-98 1,879', 'G-A 1,805', 'G-A+ 1,865']",18/11/2022,17/11/2022,Venta al Público
LLEIDA,MOLLERUSSA,"CARRETERA L-200 KM. 1,370",Derecho,L-D: 06:00-22:00,41.621556,0.890389,CEPSA,"['SP-95 1,744', 'G-A 1,859', 'G-A+ 1,939']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,MOLLERUSSA,"AVENIDA JAIME I, 24",Izquierdo,L-D: 06:00-22:00,41.630056,0.887778,REPSOL,"['SP-95 1,769', 'SP-98 1,929', 'G-A 1,889', 'G-A+ 1,949', 'Gasóleo B 1,432']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,MONTFERRER,CTRA. N-260 km 230,Derecho,L-D: 07:00-21:00,42.346611,1.428278,VALENTI,"['SP-95 1,799', 'SP-98 1,914', 'G-A 1,873', 'Gasóleo B 1,535']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,MONTOLIU DE LLEIDA,"CALLE CREU, 0",Derecho,L-D: 24H,41.561917,0.587778,COOPERATIVA,"['G-A 1,780', 'Gasóleo B 1,360']",18/11/2022,14/11/2022,CERRADA AL PUBLICO GENERAL
LLEIDA,OLIANA,"CARRETERA C-14 KM. 141,000",N,L-S: 06:30-22:00; D: 07:30-22:00,42.064333,1.312917,ESTACIO SERVEI OLIANA,"['SP-95 1,749', 'SP-98 1,842', 'G-A 1,818', 'Gasóleo B 1,679']",18/11/2022,15/11/2022,Venta al Público
LLEIDA,OLIUS,"CTRA. MANRESA, C-55 km 77,50",N,L-D: 24H,41.984528,1.556083,PETROLIS DE BARCELONA,"['SP-95 1,624', 'G-A 1,757', 'GLP 0,980']",18/11/2022,17/11/2022,Venta al Público
LLEIDA,ORGANYA,"CR C-14, 162",Derecho,L-S: 07:00-14:00 y 15:00-21:00,42.212111,1.330250,PETRONOR,"['SP-95 1,759', 'SP-98 1,869', 'G-A 1,879', 'G-A+ 1,929']",18/11/2022,14/11/2022,Venta al Público
LLEIDA,PALAU D'ANGLESOLA (EL),"C/ URGELL, S/N",Derecho,L-D: 24H,41.647752,0.883483,S.C.C.L.A. SANT ROC,"['SP-95 1,742', 'G-A 1,854', 'Gasóleo B 1,473']",18/11/2022,14/11/2022,CERRADA AL PUBLICO GENERAL
LLEIDA,PALAU DE NOGUERA,"CRTA. C-13,  (C.C. BON AREA) km 84,25",Derecho,L-D: 24H,42.147252,0.893677,BONAREA,"['SP-95 1,622', 'G-A 1,733']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,PLANS DE SIO (ELS),"C/ SANTA MAGDALENA, S/N",N,L-D: 24H,41.760002,1.197538,BONAREA,"['G-A 1,729', 'Gasóleo B 1,382']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,POBLA DE SEGUR (LA),"CARRETERA C-13 KM. 94,5",Izquierdo,L-D: 06:00-22:00,42.238306,0.965278,CEPSA,"['SP-95 1,783', 'G-A 1,870', 'G-A+ 1,959', 'Gasóleo B 1,629']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,PONT DE SUERT (EL),"CARRETERA N-230 KM. 124,7",Derecho,L-D: 06:00-22:00,42.404278,0.742583,CEPSA,"['SP-95 1,744', 'G-A 1,879', 'G-A+ 1,979', 'Gasóleo B 1,549']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,PONTS,"POL. IND., C/PONENT, S/N",N,L-D: 24H,41.906835,1.193538,BONAREA,"['SP-95 1,618', 'G-A 1,730']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,PONTS,"CR C-14, 117,10",Izquierdo,L: 04:00-22:00,41.920750,1.191222,ONDINA DEL SEGRE,"['SP-95 1,799', 'SP-98 1,979', 'G-A 1,859', 'G-A+ 1,919', 'Gasóleo B 1,509']",18/11/2022,17/11/2022,Venta al Público
LLEIDA,PRATS,"CARRETERA LP-4033 KM. 6,2",Izquierdo,L-V: 09:00-21:00; S-D: 09:00-17:00,42.368306,1.845528,REPSOL,"['SP-95 1,799', 'SP-98 1,919', 'G-A 1,929', 'G-A+ 1,989']",18/11/2022,04/11/2022,Venta al Público
LLEIDA,RIALP,CARRETERA C-13 KM. 131,N,L-D: 07:00-21:00,42.437111,1.130556,PETROLIS,"['SP-95 1,785', 'SP-98 1,988', 'G-A 1,869']",18/11/2022,14/11/2022,Venta al Público
LLEIDA,ROSSELLO,"AVGDA.DE LA FRUITA, 11",N,L-D: 24H,41.691556,0.594194,"FRU-ROSE, SCCL","['SP-95 1,744', 'G-A 1,876', 'Gasóleo B 1,415']",18/11/2022,14/11/2022,Venta al Público
LLEIDA,SANT GUIM DE FREIXENET,"CARRETERA CALAF, 35 KM.",Derecho,L-V: 08:00-21:00; S: 08:00-19:00,41.655000,1.421944,E.S. SANT GUIM,"['SP-95 1,619', 'SP-98 1,739', 'G-A 1,749']",18/11/2022,16/11/2022,Venta al Público
LLEIDA,SANT LLORENÇ DE MORUNYS,CARRETERA DE BERGA KM. S/N,Derecho,L-D: 06:30-21:00,42.136056,1.591778,REPSOL,"['SP-95 1,739', 'SP-98 1,859', 'G-A 1,839', 'G-A+ 1,899']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,SANT RAMON,"CARRETERA NACIONAL 141 KM. 11,400",Izquierdo,L: 08:30-21:00,41.726694,1.371611,E.S. SANT RAMON,"['SP-95 1,788', 'SP-98 1,989', 'G-A 1,889', 'Gasóleo B 1,550']",18/11/2022,17/11/2022,Venta al Público
LLEIDA,SEANA,"CR A-2, 495,5",Izquierdo,L-D: 06:00-22:00,41.632389,1.007167,REPSOL,"['SP-95 1,779', 'SP-98 1,899', 'G-A 1,879', 'G-A+ 1,959']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,SEROS,"CR L-7042, 12",Derecho,L-D: 24H,41.468806,0.421056,E.S. SEROS,"['SP-95 1,659', 'G-A 1,799']",18/11/2022,15/11/2022,Venta al Público
LLEIDA,SEU D'URGELL (LA),"AVENIDA VALIRA, 27",Derecho,L-D: 07:00-21:00,42.360389,1.454972,REPSOL,"['SP-95 1,806', 'SP-98 2,008', 'G-A 1,873', 'G-A+ 1,937']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,SIDAMON,CARRETERA N-II A KM. 480,Derecho,L-D: 06:00-22:00,41.633333,0.823056,REPSOL,"['SP-95 1,859', 'SP-98 1,959', 'G-A 1,879', 'G-A+ 2,019']",18/11/2022,17/11/2022,Venta al Público
LLEIDA,SOLSONA,"CARRETERA MANRESA KM. 78,100",Izquierdo,L-D: 24H,41.985444,1.550028,BONAREA,"['SP-95 1,618', 'G-A 1,730']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,SOLSONA,CARRETERA CTRA. DE MANRESA S/N KM.,Derecho,L-D: 24H,41.994250,1.528528,REPSOL,"['SP-95 1,799', 'SP-98 2,039', 'G-A 1,859', 'G-A+ 1,899', 'Gasóleo B 1,499']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,SORIGUERA,"CARRETERA N-260 KM. 278,25",Izquierdo,L-D: 24H,42.397778,1.137889,PORT CANTÓ,"['SP-95 1,789', 'SP-98 1,939', 'G-A 1,869']",18/11/2022,17/11/2022,Venta al Público
LLEIDA,SORT,"POLIGONO ELS SALANCONS, 1",Derecho,L-D: 24H,42.406139,1.130944,BONAREA,"['SP-95 1,624', 'G-A 1,736']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,SOSES,"CAMÍ DE LA VÍA,1",Derecho,L-D: 24H,41.532639,0.491861,COOPSOSES,"['Gasóleo B 1,329']",18/11/2022,14/11/2022,CERRADA AL PUBLICO GENERAL
LLEIDA,SOSES,CARRETERA A-2 KM. 447,Izquierdo,L-D: 06:00-22:00,41.544528,0.475611,REPSOL,"['SP-95 1,759', 'G-A 1,889', 'G-A+ 1,959']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,SUCHS,"CALLE BOU (SUCHS), 12",Derecho,L: 08:00-18:00,41.702361,0.410250,L ESPIGA SCCL,"['G-A 1,883', 'Gasóleo B 1,491']",18/11/2022,15/11/2022,CERRADA AL PUBLICO GENERAL
LLEIDA,SUDANELL,"CALLE TORRES DE SEGRE, S/N",N,L-D: 24H,41.551111,0.558333,TRECOOP,"['Gasóleo B 1,320']",18/11/2022,14/11/2022,CERRADA AL PUBLICO GENERAL
LLEIDA,SUNYER,PISTA DE TORRES S/N,Derecho,L-D: 24H,41.521083,0.592806,COOP. DEL CAMP DE SUNYER,"['Gasóleo B 1,415']",18/11/2022,10/11/2022,CERRADA AL PUBLICO GENERAL
LLEIDA,TARREGA,PG IND. LA CANALETA S/N (BARCELONA-MADRID km 507),N,L-D: 24H,41.662778,1.133472,PETROMIRALLES,"['G-A 1,779', 'G-A+ 1,809', 'Gasóleo B 1,597', 'Biodiésel 1,809']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,TARREGA,CARRETERA C-240 KM. 29,Izquierdo,L-D: 24H,41.639833,1.138806,REPSOL,"['SP-95 1,769', 'SP-98 1,929', 'G-A 1,869', 'G-A+ 1,969']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,TARREGA,"CARRETERA A-2 KM. 507,39",Derecho,L-D: 24H,41.662472,1.136278,REPSOL,"['SP-95 1,769', 'SP-98 1,929', 'G-A 1,869', 'G-A+ 1,969']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,TARREGA,AV. CERVERA ESQ. MESTRE GÜELL  - C.C. CAPRABO,N,L-D: 24H,41.651917,1.149417,PETROLIS INDEPENDENTS - PETRO7,"['SP-95 1,616', 'G-A 1,728', 'G-A+ 1,788']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,TARREGA,"AVENIDA BARCELONA, 26",N,L-D: 24H,41.652472,1.149694,BONAREA,"['SP-95 1,617', 'G-A 1,729']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,TARREGA,"AVINGUDA TARRAGONA, 13",Derecho,L-D: 24H,41.640778,1.142194,ESCLATOIL,"['SP-95 1,659', 'G-A 1,769', 'G-A+ 1,819']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,TERMENS,"AVINGUDA DE LA PAU, 1",Derecho,L-D: 24H,41.707778,0.751361,SAV SERVEIS,"['SP-95 1,699', 'G-A 1,819']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,TERMENS,"CALLE CARRETERA, 29",Izquierdo,L-D: 07:00-21:00,41.716028,0.762639,E.S.TERMENS,"['SP-95 1,769', 'SP-98 1,889', 'G-A 1,879', 'Gasóleo B 1,505']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,TERMENS,CARRETERA C-13 KM. 14,Izquierdo,L-D: 24H,41.715556,0.762472,NO,"['SP-95 1,759', 'G-A 1,949']",18/11/2022,08/11/2022,Venta al Público
LLEIDA,TORA,"C-1412A (BONAREA) km 23,85",Derecho,L-D: 24H,41.807835,1.403066,BONAREA,"['SP-95 1,617', 'G-A 1,729']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,TORA,"CTRA. ANDORRA, S/N (C1412 km 23,42)",Derecho,L-D: 07:00-22:00,41.810694,1.402250,E.S.MAS,"['SP-95 1,659', 'SP-98 2,020', 'G-A 1,790', 'Gasóleo B 1,370']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,TORNABOUS,"CARRER DIAGONAL, 7",Derecho,L-D: 24H,41.697778,1.054889,LOW COST 24,"['SP-95 1,829', 'G-A 1,939', 'G-A+ 1,959']",18/11/2022,02/11/2022,Venta al Público
LLEIDA,TORREFARRERA,"CALLE C/MARINADA, S/N",Derecho,L-D: 24H,41.664028,0.604500,BONAREA,"['SP-95 1,620', 'SP-98 1,697', 'G-A 1,731']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,TORREFARRERA,"CR N-230, 7",Izquierdo,L-D: 05:00-23:00,41.671361,0.604722,PETROCAT,"['SP-95 1,769', 'SP-98 1,909', 'G-A 1,889', 'G-A+ 1,949']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,TORREFARRERA,"CARRETERA N-230 KM. 6.5 KM. 6,5",Derecho,L: 24H,41.663917,0.606889,RENOVA OIL,"['SP-95 1,752', 'G-A 1,899']",18/11/2022,14/11/2022,Venta al Público
LLEIDA,TORREGROSSA,"CAMI GILIBLAU, S/N",N,L-D: 24H,41.579139,0.837417,F.A.LES PLANES,"['SP-95 1,669', 'G-A 1,779', 'Gasóleo B 1,395']",18/11/2022,16/11/2022,Venta al Público
LLEIDA,TORREGROSSA,"CARRETERA N-240 KM. 77,800",Derecho,L-D: 24H,41.564333,0.788250,CEPSA,"['SP-95 1,819', 'SP-98 1,959', 'G-A 1,929']",18/11/2022,14/11/2022,Venta al Público
LLEIDA,TORREGROSSA,"CARRETERA N240 KM. 77,8",Izquierdo,L-D: 24H,41.563944,0.788028,CEPSA,"['SP-95 1,819', 'SP-98 1,959', 'G-A 1,929']",18/11/2022,14/11/2022,Venta al Público
LLEIDA,TORRELAMEU,"DISEMINADO AFORES, S/N",Derecho,L-D: 24H,41.703056,0.708139,SIN ROTULO,"['G-A 1,916', 'Gasóleo B 1,487']",18/11/2022,14/11/2022,Venta al Público
LLEIDA,TORRES DE SEGRE,"CALLE ESTATUT DE SAU, 0",Derecho,L-D: 24H,41.533722,0.519000,COOP VERGE DE CARRASSUMADA,"['SP-95 1,710', 'G-A 1,850', 'Gasóleo B 1,440']",18/11/2022,14/11/2022,Venta al Público
LLEIDA,TORRES DE SEGRE,CARRETERA N-2 KM. 450,Derecho,L-D: 06:00-22:00,41.558861,0.511667,REPSOL,"['SP-95 1,739', 'SP-98 1,869', 'G-A 1,889', 'G-A+ 1,989']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,TREMP,"AVENIDA PIRINEUS, S/N",N,L-D: 24H,42.174056,0.897222,ESCLATOIL,"['SP-95 1,669', 'G-A 1,779']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,TREMP,"CARRETERA C-13 KM. 86,30",Izquierdo,L-D: 24H,42.171361,0.895000,REPSOL,"['SP-95 1,780', 'SP-98 1,940', 'G-A 1,840', 'G-A+ 1,910', 'Gasóleo B 1,490']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,VALLFOGONA DE BALAGUER,"CR C-148  (A), 0,8",Izquierdo,L-D: 06:00-22:00,41.785583,0.829917,CAMPSA EXPRESS,"['SP-95 1,675', 'SP-98 1,835', 'G-A 1,759', 'G-A+ 1,859', 'Gasóleo B 1,478']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,VALLFOGONA DE BALAGUER,"CARRER PAU CASALS, 2",Derecho,L-D: 24H,41.751500,0.815583,VALLFOGONINA,"['SP-95 1,718', 'G-A 1,866', 'Gasóleo B 1,429']",18/11/2022,14/11/2022,Venta al Público
LLEIDA,VALLFOGONA DE BALAGUER,"C/ TARREGA, 4,",N,L-S: 09:30-21:30,41.788139,0.826750,GADCAR,"['SP-95 1,679', 'SP-98 1,839', 'G-A 1,779', 'G-A+ 1,819']",18/11/2022,18/11/2022,Venta al Público
LLEIDA,VERDU,CTRA. TARREGA A MONTBLACH (C-240 km 69),Derecho,L-D: 24H,41.612113,1.129455,BONAREA,"['SP-95 1,618', 'G-A 1,729']",18/11/2022,18/11/2022,Venta al Público
